"genus","family","order"
"Porterandia","Rubiaceae","Gentianales"
"Portlandia","Rubiaceae","Gentianales"
"Posoqueria","Rubiaceae","Gentianales"
"Pouchetia","Rubiaceae","Gentianales"
"Praravinia","Rubiaceae","Gentianales"
"Pravinaria","Rubiaceae","Gentianales"
"Preussiodora","Rubiaceae","Gentianales"
"Prismatomeris","Rubiaceae","Gentianales"
"Psathura","Rubiaceae","Gentianales"
"Pseudaidia","Rubiaceae","Gentianales"
"Pseudodiplospora","Rubiaceae","Gentianales"
"Pseudogaillonia","Rubiaceae","Gentianales"
"Pseudohamelia","Rubiaceae","Gentianales"
"Pseudomantalania","Rubiaceae","Gentianales"
"Pseudomiltemia","Rubiaceae","Gentianales"
"Pseudomussaenda","Rubiaceae","Gentianales"
"Pseudonesohedyotis","Rubiaceae","Gentianales"
"Pseudopyxis","Rubiaceae","Gentianales"
"Pseudosabicea","Rubiaceae","Gentianales"
"Psilanthus","Rubiaceae","Gentianales"
"Psychotria","Rubiaceae","Gentianales"
"Psydrax","Rubiaceae","Gentianales"
"Psyllocarpus","Rubiaceae","Gentianales"
"Pteridocalyx","Rubiaceae","Gentianales"
"Pterogaillonia","Rubiaceae","Gentianales"
"Pubistylus","Rubiaceae","Gentianales"
"Putoria","Rubiaceae","Gentianales"
"Pygmaeothamnus","Rubiaceae","Gentianales"
"Pyragra","Rubiaceae","Gentianales"
"Pyrostria","Rubiaceae","Gentianales"
"Quinquina","Rubiaceae","Gentianales"
"Ramosmania","Rubiaceae","Gentianales"
"Randia","Rubiaceae","Gentianales"
"Raritebe","Rubiaceae","Gentianales"
"Razafimandimbisonia","Rubiaceae","Gentianales"
"Readea","Rubiaceae","Gentianales"
"Relbunium","Rubiaceae","Gentianales"
"Remijia","Rubiaceae","Gentianales"
"Renistipula","Rubiaceae","Gentianales"
"Rennellia","Rubiaceae","Gentianales"
"Retiniphyllum","Rubiaceae","Gentianales"
"Rhachicallis","Rubiaceae","Gentianales"
"Rhadinopus","Rubiaceae","Gentianales"
"Rhaphidura","Rubiaceae","Gentianales"
"Rhipidantha","Rubiaceae","Gentianales"
"Rhodopentas","Rubiaceae","Gentianales"
"Richardia","Rubiaceae","Gentianales"
"Riodocea","Rubiaceae","Gentianales"
"Riqueuria","Rubiaceae","Gentianales"
"Robbrechtia","Rubiaceae","Gentianales"
"Robynsia","Rubiaceae","Gentianales"
"Rogiera","Rubiaceae","Gentianales"
"Roigella","Rubiaceae","Gentianales"
"Ronabea","Rubiaceae","Gentianales"
"Rondeletia","Rubiaceae","Gentianales"
"Rosenbergiodendron","Rubiaceae","Gentianales"
"Rothmannia","Rubiaceae","Gentianales"
"Rovaeanthus","Rubiaceae","Gentianales"
"Rubia","Rubiaceae","Gentianales"
"Rubovietnamia","Rubiaceae","Gentianales"
"Rudgea","Rubiaceae","Gentianales"
"Rustia","Rubiaceae","Gentianales"
"Rutidea","Rubiaceae","Gentianales"
"Rytigynia","Rubiaceae","Gentianales"
"Sabicea","Rubiaceae","Gentianales"
"Sacosperma","Rubiaceae","Gentianales"
"Saldinia","Rubiaceae","Gentianales"
"Salzmannia","Rubiaceae","Gentianales"
"Saprosma","Rubiaceae","Gentianales"
"Sarcocephalus","Rubiaceae","Gentianales"
"Sarcopygme","Rubiaceae","Gentianales"
"Schenckia","Rubiaceae","Gentianales"
"Schismatoclada","Rubiaceae","Gentianales"
"Schizenterospermum","Rubiaceae","Gentianales"
"Schizocolea","Rubiaceae","Gentianales"
"Schizomussaenda","Rubiaceae","Gentianales"
"Schizostigma","Rubiaceae","Gentianales"
"Schmidtottia","Rubiaceae","Gentianales"
"Schradera","Rubiaceae","Gentianales"
"Schumanniophyton","Rubiaceae","Gentianales"
"Schwendenera","Rubiaceae","Gentianales"
"Scolosanthus","Rubiaceae","Gentianales"
"Scyphiphora","Rubiaceae","Gentianales"
"Scyphostachys","Rubiaceae","Gentianales"
"Semaphyllanthe","Rubiaceae","Gentianales"
"Sericanthe","Rubiaceae","Gentianales"
"Serissa","Rubiaceae","Gentianales"
"Shaferocharis","Rubiaceae","Gentianales"
"Sherardia","Rubiaceae","Gentianales"
"Sherbournia","Rubiaceae","Gentianales"
"Siemensia","Rubiaceae","Gentianales"
"Simira","Rubiaceae","Gentianales"
"Sinoadina","Rubiaceae","Gentianales"
"Sinospiradiclis","Rubiaceae","Gentianales"
"Sipanea","Rubiaceae","Gentianales"
"Sipaneopsis","Rubiaceae","Gentianales"
"Siphonandrium","Rubiaceae","Gentianales"
"Sommera","Rubiaceae","Gentianales"
"Spathichlamys","Rubiaceae","Gentianales"
"Spermacoce","Rubiaceae","Gentianales"
"Spermadictyon","Rubiaceae","Gentianales"
"Sphinctanthus","Rubiaceae","Gentianales"
"Spiradiclis","Rubiaceae","Gentianales"
"Squamellaria","Rubiaceae","Gentianales"
"Stachyarrhena","Rubiaceae","Gentianales"
"Stachyococcus","Rubiaceae","Gentianales"
"Staelia","Rubiaceae","Gentianales"
"Standleya","Rubiaceae","Gentianales"
"Steenisia","Rubiaceae","Gentianales"
"Stelechantha","Rubiaceae","Gentianales"
"Stenaria","Rubiaceae","Gentianales"
"Stenosepala","Rubiaceae","Gentianales"
"Stenostomum","Rubiaceae","Gentianales"
"Stenotis","Rubiaceae","Gentianales"
"Stephanococcus","Rubiaceae","Gentianales"
"Stevensia","Rubiaceae","Gentianales"
"Steyermarkia","Rubiaceae","Gentianales"
"Stichianthus","Rubiaceae","Gentianales"
"Stilpnophyllum","Rubiaceae","Gentianales"
"Stipularia","Rubiaceae","Gentianales"
"Streblosa","Rubiaceae","Gentianales"
"Streblosiopsis","Rubiaceae","Gentianales"
"Strumpfia","Rubiaceae","Gentianales"
"Stylosiphonia","Rubiaceae","Gentianales"
"Suberanthus","Rubiaceae","Gentianales"
"Sukunia","Rubiaceae","Gentianales"
"Synaptantha","Rubiaceae","Gentianales"
"Syringantha","Rubiaceae","Gentianales"
"Tamilnadia","Rubiaceae","Gentianales"
"Tammsia","Rubiaceae","Gentianales"
"Tamridaea","Rubiaceae","Gentianales"
"Tapiphyllum","Rubiaceae","Gentianales"
"Tarenna","Rubiaceae","Gentianales"
"Tarennoidea","Rubiaceae","Gentianales"
"Temnocalyx","Rubiaceae","Gentianales"
"Temnopteryx","Rubiaceae","Gentianales"
"Tennantia","Rubiaceae","Gentianales"
"Tessiera","Rubiaceae","Gentianales"
"Theligonum","Rubiaceae","Gentianales"
"Thogsennia","Rubiaceae","Gentianales"
"Timonius","Rubiaceae","Gentianales"
"Tinadendron","Rubiaceae","Gentianales"
"Tobagoa","Rubiaceae","Gentianales"
"Tocoyena","Rubiaceae","Gentianales"
"Tortuella","Rubiaceae","Gentianales"
"Trailliaedoxa","Rubiaceae","Gentianales"
"Tresanthera","Rubiaceae","Gentianales"
"Triainolepis","Rubiaceae","Gentianales"
"Tricalysia","Rubiaceae","Gentianales"
"Trichostachys","Rubiaceae","Gentianales"
"Triflorensia","Rubiaceae","Gentianales"
"Trigonopyren","Rubiaceae","Gentianales"
"Uncaria","Rubiaceae","Gentianales"
"Uragoga","Rubiaceae","Gentianales"
"Urophyllum","Rubiaceae","Gentianales"
"Valantia","Rubiaceae","Gentianales"
"Vangueria","Rubiaceae","Gentianales"
"Vangueriella","Rubiaceae","Gentianales"
"Vangueriopsis","Rubiaceae","Gentianales"
"Versteegia","Rubiaceae","Gentianales"
"Vidalasia","Rubiaceae","Gentianales"
"Villaria","Rubiaceae","Gentianales"
"Virectaria","Rubiaceae","Gentianales"
"Warscewiczia","Rubiaceae","Gentianales"
"Warszewiczia","Rubiaceae","Gentianales"
"Wendlandia","Rubiaceae","Gentianales"
"Wittmackanthus","Rubiaceae","Gentianales"
"Xanthophytum","Rubiaceae","Gentianales"
"Xantonnea","Rubiaceae","Gentianales"
"Xantonneopsis","Rubiaceae","Gentianales"
"Xerococcus","Rubiaceae","Gentianales"
"Xeromphis","Rubiaceae","Gentianales"
"Zuccarinia","Rubiaceae","Gentianales"
"California","Geraniaceae","Geraniales"
"Erodium","Geraniaceae","Geraniales"
"Geranium","Geraniaceae","Geraniales"
"Hypseocharis","Geraniaceae","Geraniales"
"Monsonia","Geraniaceae","Geraniales"
"Pelargonium","Geraniaceae","Geraniales"
"Sarcocaulon","Geraniaceae","Geraniales"
"Wendtia","Geraniaceae","Geraniales"
"Balbisia","Vivianiaceae","Geraniales"
"Bersama","Melianthaceae","Geraniales"
"Francoa","Melianthaceae","Geraniales"
"Greyia","Melianthaceae","Geraniales"
"Melianthus","Melianthaceae","Geraniales"
"Tetilla","Melianthaceae","Geraniales"
"Caesarea","Vivianiaceae","Geraniales"
"Cissarobryon","Vivianiaceae","Geraniales"
"Rhynchotheca","Vivianiaceae","Geraniales"
"Viviania","Vivianiaceae","Geraniales"
"Ginkgo","Ginkgoaceae","Ginkgoales"
"Gnetum","Gnetaceae","Gnetales"
"Gunnera","Gunneraceae","Gunnerales"
"Myrothamnus","Myrothamnaceae","Gunnerales"
"Dipentodon","Dipentodontaceae","Huerteales"
"Perrottetia","Dipentodontaceae","Huerteales"
"Gerrardina","Gerrardinaceae","Huerteales"
"Huertea","Tapisciaceae","Huerteales"
"Tapiscia","Tapisciaceae","Huerteales"
"Acanthopale","Acanthaceae","Lamiales"
"Acanthopsis","Acanthaceae","Lamiales"
"Acanthura","Acanthaceae","Lamiales"
"Acanthus","Acanthaceae","Lamiales"
"Achyrocalyx","Acanthaceae","Lamiales"
"Adhatoda","Acanthaceae","Lamiales"
"Aechmanthera","Acanthaceae","Lamiales"
"Afrofittonia","Acanthaceae","Lamiales"
"Ambongia","Acanthaceae","Lamiales"
"Ancistranthus","Acanthaceae","Lamiales"
"Andrographis","Acanthaceae","Lamiales"
"Angkalanthus","Acanthaceae","Lamiales"
"Anisacanthus","Acanthaceae","Lamiales"
"Anisosepalum","Acanthaceae","Lamiales"
"Anisostachya","Acanthaceae","Lamiales"
"Anisotes","Acanthaceae","Lamiales"
"Anomacanthus","Acanthaceae","Lamiales"
"Apassalus","Acanthaceae","Lamiales"
"Aphanosperma","Acanthaceae","Lamiales"
"Aphelandra","Acanthaceae","Lamiales"
"Aphelandrella","Acanthaceae","Lamiales"
"Ascotheca","Acanthaceae","Lamiales"
"Asystasia","Acanthaceae","Lamiales"
"Asystasiella","Acanthaceae","Lamiales"
"Avicennia","Acanthaceae","Lamiales"
"Ballochia","Acanthaceae","Lamiales"
"Baphicacanthus","Acanthaceae","Lamiales"
"Barleria","Acanthaceae","Lamiales"
"Barleriola","Acanthaceae","Lamiales"
"Beloperone","Acanthaceae","Lamiales"
"Benoicanthus","Acanthaceae","Lamiales"
"Blechum","Acanthaceae","Lamiales"
"Blepharis","Acanthaceae","Lamiales"
"Borneacanthus","Acanthaceae","Lamiales"
"Boutonia","Acanthaceae","Lamiales"
"Brachystephanus","Acanthaceae","Lamiales"
"Bravaisia","Acanthaceae","Lamiales"
"Brillantaisia","Acanthaceae","Lamiales"
"Brunoniella","Acanthaceae","Lamiales"
"Calacanthus","Acanthaceae","Lamiales"
"Calycacanthus","Acanthaceae","Lamiales"
"Camarotea","Acanthaceae","Lamiales"
"Carlowrightia","Acanthaceae","Lamiales"
"Celerina","Acanthaceae","Lamiales"
"Centrilla","Acanthaceae","Lamiales"
"Cephalacanthus","Acanthaceae","Lamiales"
"Chaetacanthus","Acanthaceae","Lamiales"
"Chalarothyrsus","Acanthaceae","Lamiales"
"Chamaeranthemum","Acanthaceae","Lamiales"
"Chileranthemum","Acanthaceae","Lamiales"
"Chlamydacanthus","Acanthaceae","Lamiales"
"Chlamydocardia","Acanthaceae","Lamiales"
"Chlamydostachya","Acanthaceae","Lamiales"
"Chorisochora","Acanthaceae","Lamiales"
"Chroesthes","Acanthaceae","Lamiales"
"Clarkeasia","Acanthaceae","Lamiales"
"Clinacanthus","Acanthaceae","Lamiales"
"Clistax","Acanthaceae","Lamiales"
"Codonacanthus","Acanthaceae","Lamiales"
"Conocalyx","Acanthaceae","Lamiales"
"Cosmianthemum","Acanthaceae","Lamiales"
"Crabbea","Acanthaceae","Lamiales"
"Crossandra","Acanthaceae","Lamiales"
"Crossandrella","Acanthaceae","Lamiales"
"Cuenotia","Acanthaceae","Lamiales"
"Cyclacanthus","Acanthaceae","Lamiales"
"Cynarospermum","Acanthaceae","Lamiales"
"Cyphacanthus","Acanthaceae","Lamiales"
"Danguya","Acanthaceae","Lamiales"
"Dasytropis","Acanthaceae","Lamiales"
"Dianthera","Acanthaceae","Lamiales"
"Dichazothece","Acanthaceae","Lamiales"
"Dicladanthera","Acanthaceae","Lamiales"
"Dicliptera","Acanthaceae","Lamiales"
"Dischistocalyx","Acanthaceae","Lamiales"
"Dolichostachys","Acanthaceae","Lamiales"
"Drejera","Acanthaceae","Lamiales"
"Duosperma","Acanthaceae","Lamiales"
"Dyschoriste","Acanthaceae","Lamiales"
"Ecbolium","Acanthaceae","Lamiales"
"Echinacanthus","Acanthaceae","Lamiales"
"Elytraria","Acanthaceae","Lamiales"
"Encephalosphaera","Acanthaceae","Lamiales"
"Epiclastopelma","Acanthaceae","Lamiales"
"Eranthemum","Acanthaceae","Lamiales"
"Eremomastax","Acanthaceae","Lamiales"
"Eusiphon","Acanthaceae","Lamiales"
"Filetia","Acanthaceae","Lamiales"
"Fittonia","Acanthaceae","Lamiales"
"Forcipella","Acanthaceae","Lamiales"
"Geissomeria","Acanthaceae","Lamiales"
"Glossochilus","Acanthaceae","Lamiales"
"Goldfussia","Acanthaceae","Lamiales"
"Graphandra","Acanthaceae","Lamiales"
"Graptophyllum","Acanthaceae","Lamiales"
"Gymnophragma","Acanthaceae","Lamiales"
"Gymnostachyum","Acanthaceae","Lamiales"
"Gynocraterium","Acanthaceae","Lamiales"
"Gypsacanthus","Acanthaceae","Lamiales"
"Habracanthus","Acanthaceae","Lamiales"
"Hansteinia","Acanthaceae","Lamiales"
"Haplanthus","Acanthaceae","Lamiales"
"Harpochilus","Acanthaceae","Lamiales"
"Hemigraphis","Acanthaceae","Lamiales"
"Herpetacanthus","Acanthaceae","Lamiales"
"Heteradelphia","Acanthaceae","Lamiales"
"Holographis","Acanthaceae","Lamiales"
"Hygrophila","Acanthaceae","Lamiales"
"Hymenochlaena","Acanthaceae","Lamiales"
"Hypoestes","Acanthaceae","Lamiales"
"Isoglossa","Acanthaceae","Lamiales"
"Isotheca","Acanthaceae","Lamiales"
"Jacobinia","Acanthaceae","Lamiales"
"Jadunia","Acanthaceae","Lamiales"
"Justicia","Acanthaceae","Lamiales"
"Kalbreyeriella","Acanthaceae","Lamiales"
"Kita","Acanthaceae","Lamiales"
"Lankesteria","Acanthaceae","Lamiales"
"Lasiocladus","Acanthaceae","Lamiales"
"Lepidagathis","Acanthaceae","Lamiales"
"Leptosiphonium","Acanthaceae","Lamiales"
"Leptostachya","Acanthaceae","Lamiales"
"Liberatia","Acanthaceae","Lamiales"
"Lissospermum","Acanthaceae","Lamiales"
"Listrobanthes","Acanthaceae","Lamiales"
"Lophostachys","Acanthaceae","Lamiales"
"Louteridium","Acanthaceae","Lamiales"
"Lustrinia","Acanthaceae","Lamiales"
"Mackaya","Acanthaceae","Lamiales"
"Mananthes","Acanthaceae","Lamiales"
"Megalochlamys","Acanthaceae","Lamiales"
"Megaskepasma","Acanthaceae","Lamiales"
"Mellera","Acanthaceae","Lamiales"
"Mendoncia","Acanthaceae","Lamiales"
"Metarungia","Acanthaceae","Lamiales"
"Mexacanthus","Acanthaceae","Lamiales"
"Microstrobilus","Acanthaceae","Lamiales"
"Mimulopsis","Acanthaceae","Lamiales"
"Mirandea","Acanthaceae","Lamiales"
"Monachochlamys","Acanthaceae","Lamiales"
"Monechma","Acanthaceae","Lamiales"
"Monothecium","Acanthaceae","Lamiales"
"Neesiella","Acanthaceae","Lamiales"
"Nelsonia","Acanthaceae","Lamiales"
"Neriacanthus","Acanthaceae","Lamiales"
"Neuracanthus","Acanthaceae","Lamiales"
"Nilgirianthus","Acanthaceae","Lamiales"
"Nothoruellia","Acanthaceae","Lamiales"
"Odontonema","Acanthaceae","Lamiales"
"Oplonia","Acanthaceae","Lamiales"
"Orophochilus","Acanthaceae","Lamiales"
"Pachystachys","Acanthaceae","Lamiales"
"Pachystrobilus","Acanthaceae","Lamiales"
"Parachampionella","Acanthaceae","Lamiales"
"Paragutzlaffia","Acanthaceae","Lamiales"
"Pararuellia","Acanthaceae","Lamiales"
"Parastrobilanthes","Acanthaceae","Lamiales"
"Periestes","Acanthaceae","Lamiales"
"Perilepta","Acanthaceae","Lamiales"
"Peristrophe","Acanthaceae","Lamiales"
"Petalidium","Acanthaceae","Lamiales"
"Phaulopsis","Acanthaceae","Lamiales"
"Phlebophyllum","Acanthaceae","Lamiales"
"Phlogacanthus","Acanthaceae","Lamiales"
"Physacanthus","Acanthaceae","Lamiales"
"Pigafetta","Acanthaceae","Lamiales"
"Pleocaulus","Acanthaceae","Lamiales"
"Podorungia","Acanthaceae","Lamiales"
"Poikilacanthus","Acanthaceae","Lamiales"
"Psacadopaepale","Acanthaceae","Lamiales"
"Pseuderanthemum","Acanthaceae","Lamiales"
"Pseudocalyx","Acanthaceae","Lamiales"
"Pseudodicliptera","Acanthaceae","Lamiales"
"Pseudoruellia","Acanthaceae","Lamiales"
"Pseudostenosiphonium","Acanthaceae","Lamiales"
"Psilanthele","Acanthaceae","Lamiales"
"Pteracanthus","Acanthaceae","Lamiales"
"Pteroptychia","Acanthaceae","Lamiales"
"Ptyssiglottis","Acanthaceae","Lamiales"
"Pulchranthus","Acanthaceae","Lamiales"
"Pupilla","Acanthaceae","Lamiales"
"Pyrrothrix","Acanthaceae","Lamiales"
"Razisea","Acanthaceae","Lamiales"
"Rhaphidospora","Acanthaceae","Lamiales"
"Rhinacanthus","Acanthaceae","Lamiales"
"Rhytiglossa","Acanthaceae","Lamiales"
"Ruellia","Acanthaceae","Lamiales"
"Ruelliopsis","Acanthaceae","Lamiales"
"Rungia","Acanthaceae","Lamiales"
"Ruspolia","Acanthaceae","Lamiales"
"Ruttya","Acanthaceae","Lamiales"
"Saintpauliopsis","Acanthaceae","Lamiales"
"Sanchezia","Acanthaceae","Lamiales"
"Sarojusticia","Acanthaceae","Lamiales"
"Sarotheca","Acanthaceae","Lamiales"
"Satanocrater","Acanthaceae","Lamiales"
"Schaueria","Acanthaceae","Lamiales"
"Sclerochiton","Acanthaceae","Lamiales"
"Semnothyrsus","Acanthaceae","Lamiales"
"Sericocalyx","Acanthaceae","Lamiales"
"Sericographis","Acanthaceae","Lamiales"
"Siphonoglossa","Acanthaceae","Lamiales"
"Spathacanthus","Acanthaceae","Lamiales"
"Staurogyne","Acanthaceae","Lamiales"
"Staurogynopsis","Acanthaceae","Lamiales"
"Stenandriopsis","Acanthaceae","Lamiales"
"Stenandrium","Acanthaceae","Lamiales"
"Stenostephanus","Acanthaceae","Lamiales"
"Streblacanthus","Acanthaceae","Lamiales"
"Strobilanthes","Acanthaceae","Lamiales"
"Strobilanthopsis","Acanthaceae","Lamiales"
"Suessenguthia","Acanthaceae","Lamiales"
"Symplectochilus","Acanthaceae","Lamiales"
"Synnema","Acanthaceae","Lamiales"
"Taeniandra","Acanthaceae","Lamiales"
"Tarphochlamys","Acanthaceae","Lamiales"
"Teliostachya","Acanthaceae","Lamiales"
"Tessmanniacanthus","Acanthaceae","Lamiales"
"Tetraglochidium","Acanthaceae","Lamiales"
"Tetramerium","Acanthaceae","Lamiales"
"Thelepaepale","Acanthaceae","Lamiales"
"Thunbergia","Acanthaceae","Lamiales"
"Trichanthera","Acanthaceae","Lamiales"
"Trichosanchezia","Acanthaceae","Lamiales"
"Whitfieldia","Acanthaceae","Lamiales"
"Xantheranthemum","Acanthaceae","Lamiales"
"Xanthostachya","Acanthaceae","Lamiales"
"Xenacanthus","Acanthaceae","Lamiales"
"Yeatesia","Acanthaceae","Lamiales"
"Adenocalymma","Bignoniaceae","Lamiales"
"Adenocalymna","Bignoniaceae","Lamiales"
"Amphilophium","Bignoniaceae","Lamiales"
"Amphitecna","Bignoniaceae","Lamiales"
"Anemopaegma","Bignoniaceae","Lamiales"
"Argylia","Bignoniaceae","Lamiales"
"Arrabidaea","Bignoniaceae","Lamiales"
"Astianthus","Bignoniaceae","Lamiales"
"Bignonia","Bignoniaceae","Lamiales"
"Callichlamys","Bignoniaceae","Lamiales"
"Campsidium","Bignoniaceae","Lamiales"
"Campsis","Bignoniaceae","Lamiales"
"Catalpa","Bignoniaceae","Lamiales"
"Catophractes","Bignoniaceae","Lamiales"
"Ceratophytum","Bignoniaceae","Lamiales"
"Chilopsis","Bignoniaceae","Lamiales"
"Clytostoma","Bignoniaceae","Lamiales"
"Colea","Bignoniaceae","Lamiales"
"Crescentia","Bignoniaceae","Lamiales"
"Cuspidaria","Bignoniaceae","Lamiales"
"Cybistax","Bignoniaceae","Lamiales"
"Cydista","Bignoniaceae","Lamiales"
"Delostoma","Bignoniaceae","Lamiales"
"Deplanchea","Bignoniaceae","Lamiales"
"Digomphia","Bignoniaceae","Lamiales"
"Dinklageodoxa","Bignoniaceae","Lamiales"
"Distictella","Bignoniaceae","Lamiales"
"Distictis","Bignoniaceae","Lamiales"
"Dolichandra","Bignoniaceae","Lamiales"
"Dolichandrone","Bignoniaceae","Lamiales"
"Eccremocarpus","Bignoniaceae","Lamiales"
"Ekmanianthe","Bignoniaceae","Lamiales"
"Enallagma","Bignoniaceae","Lamiales"
"Fernandoa","Bignoniaceae","Lamiales"
"Fridericia","Bignoniaceae","Lamiales"
"Gardnerodoxa","Bignoniaceae","Lamiales"
"Glaziova","Bignoniaceae","Lamiales"
"Godmania","Bignoniaceae","Lamiales"
"Handroanthus","Bignoniaceae","Lamiales"
"Haplolophium","Bignoniaceae","Lamiales"
"Heterophragma","Bignoniaceae","Lamiales"
"Hieris","Bignoniaceae","Lamiales"
"Incarvillea","Bignoniaceae","Lamiales"
"Jacaranda","Bignoniaceae","Lamiales"
"Kigelia","Bignoniaceae","Lamiales"
"Lamiodendron","Bignoniaceae","Lamiales"
"Leucocalantha","Bignoniaceae","Lamiales"
"Leucocalanthe","Bignoniaceae","Lamiales"
"Lundia","Bignoniaceae","Lamiales"
"Macfadyena","Bignoniaceae","Lamiales"
"Manaosella","Bignoniaceae","Lamiales"
"Mansoa","Bignoniaceae","Lamiales"
"Markhamia","Bignoniaceae","Lamiales"
"Martinella","Bignoniaceae","Lamiales"
"Mayodendron","Bignoniaceae","Lamiales"
"Melloa","Bignoniaceae","Lamiales"
"Memora","Bignoniaceae","Lamiales"
"Millingtonia","Bignoniaceae","Lamiales"
"Mussatia","Bignoniaceae","Lamiales"
"Neojobertia","Bignoniaceae","Lamiales"
"Neomacfadya","Bignoniaceae","Lamiales"
"Neosepicaea","Bignoniaceae","Lamiales"
"Newbouldia","Bignoniaceae","Lamiales"
"Niedzwedzkia","Bignoniaceae","Lamiales"
"Nyctocalos","Bignoniaceae","Lamiales"
"Ophiocolea","Bignoniaceae","Lamiales"
"Oroxylum","Bignoniaceae","Lamiales"
"Pachyptera","Bignoniaceae","Lamiales"
"Pajanelia","Bignoniaceae","Lamiales"
"Pandorea","Bignoniaceae","Lamiales"
"Parabignonia","Bignoniaceae","Lamiales"
"Paragonia","Bignoniaceae","Lamiales"
"Paratecoma","Bignoniaceae","Lamiales"
"Parmentiera","Bignoniaceae","Lamiales"
"Pauldopia","Bignoniaceae","Lamiales"
"Perianthomega","Bignoniaceae","Lamiales"
"Periarrabidaea","Bignoniaceae","Lamiales"
"Perichlaena","Bignoniaceae","Lamiales"
"Phryganocydia","Bignoniaceae","Lamiales"
"Phyllarthron","Bignoniaceae","Lamiales"
"Phylloctenium","Bignoniaceae","Lamiales"
"Piriadacus","Bignoniaceae","Lamiales"
"Pithecoctenium","Bignoniaceae","Lamiales"
"Pleonotoma","Bignoniaceae","Lamiales"
"Podranea","Bignoniaceae","Lamiales"
"Potamoganos","Bignoniaceae","Lamiales"
"Pseudocatalpa","Bignoniaceae","Lamiales"
"Pyrostegia","Bignoniaceae","Lamiales"
"Radermachera","Bignoniaceae","Lamiales"
"Rhigozum","Bignoniaceae","Lamiales"
"Rhodocolea","Bignoniaceae","Lamiales"
"Roentgenia","Bignoniaceae","Lamiales"
"Romeroa","Bignoniaceae","Lamiales"
"Roseodendron","Bignoniaceae","Lamiales"
"Sampaiella","Bignoniaceae","Lamiales"
"Santisukia","Bignoniaceae","Lamiales"
"Saritaea","Bignoniaceae","Lamiales"
"Sparattosperma","Bignoniaceae","Lamiales"
"Spathicalyx","Bignoniaceae","Lamiales"
"Spathodea","Bignoniaceae","Lamiales"
"Sphingiphila","Bignoniaceae","Lamiales"
"Spirotecoma","Bignoniaceae","Lamiales"
"Stereospermum","Bignoniaceae","Lamiales"
"Stizophyllum","Bignoniaceae","Lamiales"
